# Grid R0: 0.025, R1: 10000.0, N: 5000, spacing: natural
# SimpleStar M: 1.0Msun, R: 2.5Rsun, T: 4000.0K, age: 2754227.9999999804yr
# LocallyIsothermalEOS gamma: 1.0, mu: 2.5, h0: 0.033, q: -0.25, alpha: 0.001
# DustGrowthTwoPop feedback: True, rho_s: 1.0g cm^-3, uf_0: 100.0cm s^-1, uf_ice: 1000cm s^-1, thresh: 0.1, f_grow: 1.0, a0: 1e-05cm
# ViscousEvolution tol: 0.5
# TracerDiffusion Sc: 1.0, flux_limit: False
# SingleFluidDrift diffusion: True settling: False van-leer: False
# time: 2754228.0yr
# Mtot: 0.04266051821725669, Mdot0: 2.124317767101174e-09, Rc: 206.28331846705382, alpha_SS: 0.001
# R Sigma Sigma_G Simga_DS Sigma_DL T epsilon[0] epsilon[1] a[0] a[1] Mdot MdotSS
0.028256961682402368 11573.48134891684 11526.887709594928 11.648409830477487 34.945229491432464 1728.1638417814702 0.001006474152357593 0.003019422457072779 1e-05 15.746827650343905 2.12432E-09 2.37299E-09
0.03536898918061099 9141.948735991486 9105.163807072975 9.196232229627576 27.588696688882727 1544.6721679144152 0.0010059378470831256 0.0030178135412493767 1e-05 13.916094454744323 2.12207E-09 2.34622E-09
0.04327848885669148 7400.451483808993 7372.422526504253 7.007239326184769 21.021717978554307 1396.4056631250764 0.0009468664636901533 0.00284059939107046 1e-05 12.464203812419061 2.12017E-09 2.32401E-09
0.05198546071064384 6111.897432397281 6090.383334402359 5.378524498730532 16.135573496191597 1274.1093329166492 0.0008800089592833536 0.002640026877850061 1e-05 11.285059606543474 2.11859E-09 2.30550E-09
0.06148990474246804 5132.228304214176 5115.434706098046 4.198399529032411 12.595198587097233 1171.5092860450475 0.0008180461351621907 0.002454138405486572 1e-05 10.30867234680133 2.11725E-09 2.28990E-09
0.0717918209521641 4370.217240450531 4356.875769053742 3.335367849197219 10.006103547591657 1084.2018924706492 0.0007632041305235828 0.0022896123915707484 1e-05 9.487044585703785 2.11608E-09 2.27659E-09
0.0828912093397321 3765.9246551944866 3755.1534403083733 2.6928037215284113 8.078411164585233 1009.005207462742 0.0007150445025006334 0.0021451335075019003 1e-05 8.78618221491024 2.11505E-09 2.26510E-09
0.0947880699051719 3278.684470934958 3269.8633172904715 2.2052884111215567 6.615865233364669 943.5627890996603 0.0006726137969881228 0.0020178413909643683 1e-05 8.18134524061103 2.11410E-09 2.25507E-09
0.10748240264848355 2880.129208688396 2872.813728194164 1.8288701235579627 5.486610370673889 886.0922997878748 0.0006349958599221407 0.0019049875797664223 1e-05 7.654105267695354 2.11323E-09 2.24624E-09
0.12097420756966715 2549.9863083020855 2543.8518302661123 1.5336195089933193 4.600858526979958 835.2207062630054 0.0006014226445060733 0.0018042679335182198 1e-05 7.190456860210108 2.11240E-09 2.23840E-09
0.13526348466872254 2273.4582271789527 2268.263180041503 1.2987617843624355 3.8962853530873067 789.8731655778023 0.0005712714528183873 0.001713814358455162 1e-05 6.779567813910376 2.11160E-09 2.23139E-09
0.15035023394564978 2039.540266201573 2035.1019066779654 1.1095898809019062 3.3287696427057187 749.1962440145653 0.0005440392128018141 0.0016321176384054424 1e-05 6.412929943808733 2.11083E-09 2.22507E-09
0.16623445540044898 1839.9115855578277 1836.0895960962325 0.9554973653987638 2.8664920961962914 712.5036985256413 0.0005193170002835079 0.0015579510008505236 1e-05 6.083768397469544 2.11007E-09 2.21935E-09
0.18291614903311998 1668.1867197826127 1664.871903031439 0.8287041877934742 2.4861125633804226 679.2374467119516 0.0004967694431121389 0.0014903083293364167 1e-05 5.7866222042411355 2.10932E-09 2.21413E-09
0.20039531484366283 1519.3996820075333 1516.5060222162956 0.7234149478094428 2.1702448434283284 648.938982777697 0.00047611892800557797 0.001428356784016734 1e-05 5.517040873385793 2.10857E-09 2.20936E-09
0.21867195283207758 1389.6416064911139 1387.1005989213375 0.6352518924440709 1.9057556773322124 621.2281170269908 0.00045713361594584134 0.001371400847837524 1e-05 5.271361268893401 2.10782E-09 2.20497E-09
0.2377460629983642 1275.8018583063383 1273.558394880274 0.5608658565160829 1.6825975695482485 595.786939453482 0.00043961830974336997 0.00131885492923011 1e-05 5.046541049107123 2.10706E-09 2.20092E-09
0.2576176453425226 1175.3801822266596 1173.3895234126348 0.49766470350619296 1.4929941105185789 572.3475687439487 0.0004234074310861774 0.0012702222932585321 1e-05 4.840032633545726 2.10630E-09 2.19716E-09
0.27828669986455307 1086.3484614434547 1084.5739783114186 0.44362078300903446 1.3308623490271034 550.6826836796213 0.0004083595630260165 0.0012250786890780495 1e-05 4.649686649886391 2.10552E-09 2.19366E-09
0.2997532265644552 1007.0476624021431 1005.4591326715191 0.3971324326559907 1.1913972979679721 530.5981265758992 0.0003943531646840805 0.0011830594940522416 1e-05 4.473677124102552 2.10473E-09 2.19039E-09
0.3220172254422292 936.1100929275333 934.6824008208731 0.35692302666504133 1.0707690799951242 511.9270683741078 0.0003812831731669746 0.0011438495195009238 1e-05 4.310442911989431 2.10393E-09 2.18732E-09
0.34507869649787515 872.4001107763506 871.1122448240168 0.3219664880834604 0.9658994642503812 494.52536379358605 0.00036905828427387724 0.0011071748528216317 1e-05 4.1586414048113145 2.10311E-09 2.18445E-09
0.368937639731393 814.9684437812427 813.8027169682555 0.29143170324681567 0.8742951097404469 478.2678226811389 0.00035759875792815723 0.0010727962737844716 1e-05 4.017111611310562 2.10227E-09 2.18173E-09
0.3935940551427826 763.0166647291398 761.9581023090619 0.264640605019485 0.793921815058455 463.045193428444 0.0003468346331772828 0.0010405038995318484 1e-05 3.884844474213164 2.10142E-09 2.17916E-09
0.41904794273204427 715.8693211396467 714.9051761230154 0.24103625415781574 0.7231087624734474 448.76170470200196 0.00033670426576472344 0.0010101127972941704 1e-05 3.760958820553682 2.10055E-09 2.17673E-09
0.4452993024991776 672.9518915964403 672.0712583475784 0.2201583122154989 0.6604749366464966 435.3330485377993 0.0003271531218869427 0.000981459365660828 1e-05 3.644681737281044 2.09966E-09 2.17442E-09
0.47234813444418283 633.773217212702 632.9667210783882 0.20162403357844774 0.6048721007353433 422.6847150356203 0.0003181327769973913 0.0009543983309921738 1e-05 3.535332450932371 2.09875E-09 2.17222E-09
0.5001944385670599 597.9113994313374 597.1709457631434 0.18511341704848078 0.5553402511454424 410.7506091634103 0.00030960007991909634 0.000928800239757289 1e-05 3.432309002891253 2.09782E-09 2.17012E-09
0.528838214867809 565.0024041295437 564.3209740504458 0.17035751977447894 0.5110725593234369 399.4718954468903 0.0003015164511325148 0.0009045493533975445 1e-05 3.335077170786219 2.09687E-09 2.16811E-09
0.5582794633464297 534.7307944345762 534.1022776538675 0.1571291951771471 0.4713875855314413 388.7960279128637 0.0002938472906601449 0.0008815418719804347 1e-05 3.243161206574286 2.09590E-09 2.16618E-09
0.5885181840029227 506.82214970981533 506.24120689664414 0.14523570329280716 0.4357071098784215 378.67593153202216 0.0002865614760048725 0.0008596844280146176 1e-05 3.156136053159691 2.09491E-09 2.16433E-09
0.6195543768372871 481.0368290306868 480.49877791856693 0.13451277802996384 0.40353833408989154 369.06930825753284 0.00027963093449832893 0.0008388928034949868 1e-05 3.073620771438607 2.09390E-09 2.16254E-09
0.6513880418495236 457.16481342404205 456.6655340806301 0.12481983585298626 0.37445950755895874 359.93804608075715 0.00027303027745753027 0.0008190908323725907 1e-05 2.9952729637982567 2.09286E-09 2.16083E-09
0.6840191790396318 435.0214187936341 434.55727445540697 0.11603608455677925 0.3481082536703377 351.24771369340664 0.00026673648593800517 0.0008002094578140155 1e-05 2.920784022245736 2.09181E-09 2.15917E-09
0.7174477884076121 414.4437155360297 414.01148615119166 0.10805734620950559 0.3241720386285168 342.9671266290638 0.0002607286397617281 0.0007821859192851842 1e-05 2.849875062376772 2.09073E-09 2.15756E-09
0.7516738699534641 395.2875247967303 394.8843509964597 0.10079345006763799 0.302380350202914 335.06797335997794 0.00025498768300231397 0.000764963049006942 1e-05 2.78229343045445 2.08963E-09 2.15601E-09
0.7866974236771881 377.4248876312726 377.0482232996068 0.09416608291646192 0.2824982487493858 327.5244919006004 0.0002494962203140616 0.0007484886609421847 1e-05 2.7178096915511682 2.08851E-09 2.15450E-09
0.8225184495787838 360.74192386563715 360.38949583180187 0.08810700845881318 0.26432102537643953 320.31318913360195 0.00024423833946073245 0.0007327150183821973 1e-05 2.6562150232179453 2.08737E-09 2.15303E-09
0.8591369476582514 345.1370135632879 344.806787219474 0.08255658595346417 0.24766975786039255 313.4125964156974 0.00023919945618445165 0.000717598368553355 1e-05 2.5973189523985014 2.08620E-09 2.15160E-09
0.8965529179155909 330.5192467255996 330.20939659490216 0.07746253267436698 0.23238759802310094 306.8030561075596 0.00023436617819317843 0.0007030985345795352 1e-05 2.540947383999515 2.08501E-09 2.15021E-09
0.9347663603508022 316.80709694819313 316.51598140442366 0.07277888594237295 0.21833665782711884 300.46653455701227 0.00022972618556671518 0.0006891785567001455 1e-05 2.486940878200902 2.08380E-09 2.14885E-09
0.9737772749638856 303.9272828109944 303.65342229407753 0.0684651292292181 0.20539538768765428 294.38645778844256 0.00022526812530941826 0.0006758043759282548 1e-05 2.4351531406563667 2.08256E-09 2.14752E-09
1.0135856617548404 291.8137872392653 291.5558454244027 0.0644854537156465 0.19345636114693948 288.54756674593165 0.00022098151813085268 0.0006629445543925581 1e-05 2.3854496955186577 2.08131E-09 2.14622E-09
1.0541915207236676 280.40701027741426 280.16377774890367 0.06080813212764798 0.18242439638294397 282.9357894280883 0.00021685667582807167 0.000650570027484215 1e-05 2.337706715979372 2.08003E-09 2.14494E-09
