# t	M_D	M_d	R_out	R_C	R_68	R_95	M_acc
# yr	g	g	AU	AU	AU	AU	Msun/yr
7.244350000000000000e+05	9.492407366567174930e+31	3.640484429142658265e+29	1.665760549153971397e+03	1.647954204030597793e+02	3.363307073919663139e+02	6.007180366409132830e+02	2.970639118818662628e-09
7.585770000000001164e+05	9.472408914910622150e+31	3.529263551015476386e+29	1.672286800569263960e+03	1.654923938676716091e+02	3.407395397308040401e+02	6.026772953377391104e+02	2.952191620999508904e-09
7.943280000000000000e+05	9.451601252813155188e+31	3.418322232912390041e+29	1.677189862588601500e+03	1.662218454325079904e+02	3.459194624435413061e+02	6.056221644243120181e+02	2.932929650065246782e-09
8.317630000000000000e+05	9.429958196557840398e+31	3.307708786673785971e+29	1.683738443224874572e+03	1.669860862402596524e+02	3.511384612929941227e+02	6.075893978429165827e+02	2.913091133127213987e-09
8.709630000000000000e+05	9.407451801576948721e+31	3.197522784947896676e+29	1.690299783415993488e+03	1.677863946159488933e+02	3.563965362791626603e+02	6.095598211502326649e+02	2.892408323569966255e-09
9.120100000000000000e+05	9.384055331465030430e+31	3.087820141237265394e+29	1.696873883161959156e+03	1.686244212389268284e+02	3.616936874020470896e+02	6.105462290121575961e+02	2.871114524936683273e-09
9.549920000000000000e+05	9.359740651429629255e+31	2.978702212541822547e+29	1.703460742462769986e+03	1.695019891733042812e+02	3.662652040651706784e+02	6.115334343462603783e+02	2.848946936388652475e-09
1.000000000000000000e+06	9.334479962089770893e+31	2.870217387175805802e+29	1.710060361318426885e+03	1.704209289166628594e+02	3.716349251562413087e+02	6.125214371525408978e+02	2.826161221742271236e-09
1.047128000000000000e+06	9.308246048494914931e+31	2.762486107339808768e+29	1.718327828012000282e+03	1.713836287427952527e+02	3.770437223840277738e+02	6.135102374309993820e+02	2.802472572419493587e-09
1.096478000000000000e+06	9.281009664368747686e+31	2.655528088683917240e+29	1.726615231510020294e+03	1.723917090906526539e+02	3.817109357084958674e+02	6.125214371525408978e+02	2.778127517334790479e-09
1.148153000000000000e+06	9.252743460196405465e+31	2.549486506225613344e+29	1.734922571812487831e+03	1.734473169444621021e+02	3.864068580313674488e+02	6.125214371525408978e+02	2.752914513667493625e-09
1.202264000000000000e+06	9.223418660741299398e+31	2.444363416302606926e+29	1.743249848919401529e+03	1.745526843067166567e+02	3.903420571186518941e+02	6.115334343462603783e+02	2.726942091692617604e-09
1.258925000000000000e+06	9.193007472232499164e+31	2.340292558974850670e+29	1.751597062830762070e+03	1.757101675950681567e+02	3.950906126052630611e+02	6.095598211502326649e+02	2.700180618800742326e-09
1.318256000000000000e+06	9.161482272343668705e+31	2.237316061912135581e+29	1.761640036106264461e+03	1.769226697619531592e+02	3.982722657065613134e+02	6.075893978429165827e+02	2.672541174965817091e-09
1.380383999999999767e+06	9.128814855442073490e+31	2.135474086798351052e+29	1.770031110987408056e+03	1.781918623076117854e+02	4.022672752071861169e+02	6.046397439232764555e+02	2.644200100631095442e-09
1.445438999999999767e+06	9.094978913167964032e+31	2.034883885787889845e+29	1.780126717426649975e+03	1.795213428506379501e+02	4.046738505736955176e+02	6.016972672532372144e+02	2.614989197666787814e-09
1.513561000000000000e+06	9.059946780369641311e+31	1.935565428309882175e+29	1.791941209923191764e+03	1.809139693143860370e+02	4.062822215122577632e+02	5.977851296370084810e+02	2.584937355944260453e-09
1.584893000000000000e+06	9.023693121555957955e+31	1.837550483584944100e+29	1.802099019192307878e+03	1.823717263115650269e+02	4.078937823395314695e+02	5.929129007407243535e+02	2.554158133730028223e-09
1.659586000000000000e+06	8.986192585476217733e+31	1.740931648779042164e+29	1.813986081657036493e+03	1.838986490202677260e+02	4.078937823395314695e+02	5.880606086488872961e+02	2.522526202029031446e-09
1.737800000000000000e+06	8.947419867166397326e+31	1.645719939065517950e+29	1.825912220258480829e+03	1.854975358884843786e+02	4.062822215122577632e+02	5.822641747205525462e+02	2.490089199296098027e-09
1.819700000000000000e+06	8.907351766363089571e+31	1.551937676965571442e+29	1.839589941276517720e+03	1.871722206317996324e+02	4.030686695238446191e+02	5.755379534549218761e+02	2.456859523805032953e-09
1.905460000000000000e+06	8.865965570868785762e+31	1.459595053314566686e+29	1.853318700513938893e+03	1.889257935915734947e+02	3.982722657065613134e+02	5.669473726816320323e+02	2.422826306027256141e-09
1.995262000000000000e+06	8.823239859401679904e+31	1.368685262596279065e+29	1.867098497970743210e+03	1.907619656102516501e+02	3.911314893526424612e+02	5.584213871547498229e+02	2.388032760771842193e-09
2.089296000000000000e+06	8.779154783457486617e+31	1.279191762237593076e+29	1.880929333646932037e+03	1.926846218455059727e+02	3.809310731406399100e+02	5.480884601170153019e+02	2.352490712332026945e-09
2.187761000000000000e+06	8.733691960229433459e+31	1.191059002097879033e+29	1.896550030404251174e+03	1.946982908405317403e+02	3.670299146616471830e+02	5.369262272363964712e+02	2.316216507431431374e-09
2.290867000000000000e+06	8.686833921966362461e+31	1.104171304294768331e+29	1.912235322407978401e+03	1.968067945287391751e+02	3.481513914030966248e+02	5.240487621453805787e+02	2.279211371418353913e-09
2.398832000000000000e+06	8.638565757729985716e+31	1.018359639356625431e+29	1.927985209658112808e+03	1.990146003507685748e+02	3.239949215760333914e+02	5.095230525069089822e+02	2.241491589372584882e-09
2.511886000000000000e+06	8.588873709144509172e+31	9.333384100502319555e+28	1.945560844237382071e+03	2.013268830281892861e+02	3.000147583223825336e+02	4.960906120021969059e+02	2.203084715590985620e-09
2.630267000000000000e+06	8.537747395974914834e+31	8.485407807670245124e+28	1.963216226034438705e+03	2.037480569187806054e+02	2.769564729063515642e+02	4.916530054428532139e+02	2.164017416371998058e-09
2.754228000000000000e+06	8.485177073412356161e+31	7.630188804817359362e+28	1.980951355049282483e+03	2.062833184670538174e+02	2.573765002417870846e+02	4.925389318103662504e+02	2.124317767101173826e-09
2.884031000000000000e+06	8.431156209488886939e+31	6.757581941278654352e+28	2.000552105002155031e+03	2.089384284304765629e+02	2.434740077068490791e+02	4.996550517488736318e+02	2.084048123427687520e-09
3.019951000000000000e+06	8.375678524492040970e+31	5.880775133734333696e+28	2.022044792474925998e+03	2.117188702173220634e+02	2.378978717659148856e+02	5.113276016012276841e+02	2.043335038519245714e-09
3.162277000000000000e+06	8.318738106571359003e+31	5.062314393356973122e+28	2.041847302888800186e+03	2.146298027801945523e+02	2.391314307808773663e+02	5.267950606596634771e+02	2.002183478093641096e-09
3.311311000000000000e+06	8.260334643793607519e+31	4.363896429765050849e+28	2.065374675401308650e+03	2.176792335062269501e+02	2.447219212210133037e+02	5.434235739869779991e+02	1.960487993019273404e-09
3.467368000000000000e+06	8.200473769610967993e+31	3.799360225750104283e+28	2.087211870854920107e+03	2.208723989824459011e+02	2.516424648096341912e+02	5.603104682999229453e+02	1.918301401540992725e-09
3.630780000000000000e+06	8.139162921445614936e+31	3.350304787934688169e+28	2.110998421825236619e+03	2.242170307509236409e+02	2.599456947104795859e+02	5.764964497906213410e+02	1.875654659430795005e-09
3.801893000000000000e+06	8.076411963841870602e+31	2.989789746830495804e+28	2.136765429727195624e+03	2.277201166964374579e+02	2.677298354456330003e+02	5.909695914874560003e+02	1.832672856827511469e-09
3.981071000000000000e+06	8.012232297771824606e+31	2.695243308376120312e+28	2.162688742176017058e+03	2.313885989058443613e+02	2.756288121744000819e+02	6.046397439232764555e+02	1.789387194296112701e-09
4.168693000000000000e+06	7.946638843218598890e+31	2.450130836088299859e+28	2.190637169998441550e+03	2.352306619201974627e+02	2.829704210729373699e+02	6.174734132666120558e+02	1.745874809195813574e-09
4.365158000000000000e+06	7.879648852012452035e+31	2.242759682151660289e+28	2.218765029060887628e+03	2.392540175049836080e+02	2.910895001227970624e+02	6.304418554080077683e+02	1.702167153364211636e-09
4.570881000000000000e+06	7.811283652014743243e+31	2.064796246005494293e+28	2.247072319363354381e+03	2.434671761437027726e+02	2.986328694823358774e+02	6.415204189320525074e+02	1.658322794508998885e-09
4.786300000000000000e+06	7.741566605903726964e+31	1.910214825176681949e+28	2.277464535452764721e+03	2.478795669048556647e+02	3.062727329753972185e+02	6.537161757551932624e+02	1.614392023111928891e-09
5.011872000000000000e+06	7.670524772690241263e+31	1.774516122761570636e+28	2.309979955993656404e+03	2.525005554393310376e+02	3.133017980023112727e+02	6.639670283807096212e+02	1.570429751729224842e-09
5.248074000000000000e+06	7.598188788238721109e+31	1.654329351755307400e+28	2.342725845993953044e+03	2.573395019437368774e+02	3.211258775684610214e+02	6.753350743053218821e+02	1.526491364443668667e-09
5.495408000000000000e+06	7.524591588078659189e+31	1.547023462479750810e+28	2.377649168553826257e+03	2.624071302318845369e+02	3.290464512681332394e+02	6.857533960881916073e+02	1.482632760337780825e-09
5.754398999999999069e+06	7.449769316895240309e+31	1.450581997077264349e+28	2.414792987170880224e+03	2.677142037346790175e+02	3.363307073919663139e+02	6.962514650888482493e+02	1.438910009015370511e-09
6.025594999999999069e+06	7.373761542270547205e+31	1.363374137890686215e+28	2.452224693244147147e+03	2.732715610789932157e+02	3.444354971647269394e+02	7.057679110606474069e+02	1.395380336167120553e-09
6.309573000000000931e+06	7.296609784943392302e+31	1.284102257099873642e+28	2.489944286773624754e+03	2.790910547032663089e+02	3.526367810710100343e+02	7.153489522788541990e+02	1.352098463820760567e-09
6.606934000000000000e+06	7.218359171444043618e+31	1.211689908992819579e+28	2.531969302147227609e+03	2.851857776201210868e+02	3.609345591108156555e+02	7.260703134893149127e+02	1.309120938407343113e-09
6.918309000000000000e+06	7.139056984309392987e+31	1.145274246911157313e+28	2.572320089905491386e+03	2.915675315390461719e+02	3.685617282711337452e+02	7.357877224499378599e+02	1.266501588069162310e-09
7.244359000000000000e+06	7.058752924735744304e+31	1.084115771018883932e+28	2.617074388585758243e+03	2.982509875762235652e+02	3.770437223840277738e+02	7.444796474119200411e+02	1.224293839245289365e-09
7.585775000000000000e+06	6.977499297394379815e+31	1.027612900992346047e+28	2.662214663800114977e+03	3.052495745438238828e+02	3.856222106304442718e+02	7.543190696157572575e+02	1.182548682005384343e-09
7.943282000000000000e+06	6.895350236249810201e+31	9.752425577127709822e+27	2.709819461558081912e+03	3.125785113881956363e+02	3.942971930103832960e+02	7.631194507939299001e+02	1.141316341424588004e-09
8.317637000000000000e+06	6.812362346536642464e+31	9.265634716596222681e+27	2.757846122098143042e+03	3.202529650568624220e+02	4.030686695238446191e+02	7.730808862409817266e+02	1.100644917524152094e-09
8.709635000000000000e+06	6.728593516054483082e+31	8.811963227665337206e+27	2.810527497296237925e+03	3.282899066685919252e+02	4.127476041536217508e+02	7.819897236353448307e+02	1.060579649128459929e-09
9.120108000000000000e+06	6.644103349877136340e+31	8.388132991408367917e+27	2.861570531126996229e+03	3.367053737465996051e+02	4.217208411280848281e+02	7.909495992490922163e+02	1.021163739496397275e-09
9.549925000000000000e+06	6.558953291002742213e+31	7.991295706878839628e+27	2.917385508025934996e+03	3.455181706365071364e+02	4.307905722360703749e+02	7.999605130822229739e+02	9.824378303647238070e-10
1.000000000000000000e+07	6.473205177084870513e+31	7.618957604900894880e+27	2.973739576117116030e+03	3.547463623487321343e+02	4.407948755144192319e+02	8.101587977661025661e+02	9.444398010141888156e-10
